playerid,BBrefMinorsID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,firstname,lastname,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debutYear,finalGame,college,lahmanID,MlbID,SeamheadsRetroID,holtzID,BBrefMLBid,Ethnicity,Arm Slot,,,,,,,,,,
10183,50183,,,1983,2,15,South Korea,,Pohang,,,,,,,Jun-seok,Choi,,Jun-Seok Choi,,187,73,R,R,2002,2018,Yeungnam Cyber University,10183,,,,10183,Asian,4,,,,,,,,,,
1023,41023,,,1949,7,2,South Korea,,Seoul,,,,,,,Dong-kyun,Yoon,,Dong-kyun Yoon,,,,L,L,1982,1989,,1023,,,,1023,Asian,4,,,,,,,,,,
10026,50026,,,1978,1,16,South Korea,,Seoul,,,,,,,Se-wahn,Hong,,Se-Wahn Hong,,183,72,R,R,2000,2010,Sungkyunkwan University,10026,,,,10026,Asian,4,,,,,,,,,,
1027,41027,,,1957,10,15,South Korea,,Incheon,,,,,,,Tae-soo,Jang,,Tae-Soo Jang,,174,68,R,R,1982,1992,,1027,,,,1027,Asian,4,,,,,,,,,,
10082,50082,,,1988,2,24,South Korea,,Incheon,,,,,,,Jae-won,Lee,,Jae-Won Lee,,185,72,R,R,2006,2024,,10082,,,,10082,Asian,4,,,,,,,,,,
1338,41338,,,1963,5,19,South Korea,,Gunsan,,,,,,,In-soo,Baek,,In-Soo Baek,,173,68,R,R,1987,1999,Dongguk University,1338,,,,1338,Asian,4,,,,,,,,,,
10096,50096,,,1981,7,21,South Korea,,Jeonju,,,,,,,Jung-kwon,Park,,Jung-Kwon Park,,187,73,L,L,2004,2019,Dongguk University,10096,,,,10096,Asian,4,,,,,,,,,,
11215,51215,,,1990,2,6,South Korea,,Gwangju,,,,,,,Eun-seong,Chae,,Eun-Seong Chae,,186,73,R,R,2014,2024,,11215,,,,11215,Asian,4,,,,,,,,,,
10331,50331,,,1982,10,11,South Korea,,Busan,,,,,,,Tae-in,Chae,,Tae-In Chae,,187,73,L,L,2007,2020,,10331,,,,10331,Asian,4,,,,,,,,,,
1439,41439,,,1965,1,15,South Korea,,Seoul,,,,,,,Chan-yeup,Noh,,Chan-Yeup Noh,Swordsman,176,69,R,R,1989,1997,Korea University,1439,,,,1439,Asian,4,,,,,,,,,,
1035,41035,,,1959,1,3,South Korea,,Seoul,,,,,,,Kwang-soo,Kim,,Kwang-soo Kim,,165,64,R,R,1982,1992,Konkuk University,1035,,,,1035,Asian,4,,,,,,,,,,
11172,51172,,,1990,12,30,South Korea,,Gyeongju,,,,,,,Hui-dong,Kwon,,Hui-Dong Kwon,,177,69,R,R,2013,2024,Gyeongnam University,11172,,,,11172,Asian,4,,,,,,,,,,
1252,41252,,,1962,4,5,South Korea,,Daegu,,,,,,,Jong-doo,Lee,,Jong-Doo Lee,,183,72,R,R,1985,1997,Hanyang University,1252,,,,1252,Asian,4,,,,,,,,,,
12922,52922,,,1998,3,30,South Korea,,Gwangju,,,,,,,Sung-han,Park,,Sung-Han Park,,180,70,L,R,2017,2024,,12922,,,,12922,Asian,4,,,,,,,,,,
1064,41064,,,1959,11,1,South Korea,,Gwangju,,,,,,,Jong-mo,Kim,,Jong-Mo Kim,,178,70,R,R,1982,1992,Yeungnam University,1064,,,,1064,Asian,4,,,,,,,,,,
1651,41651,,,1970,1,2,South Korea,,Seoul,,,,,,,Bong-chul,Dong,,Bong-chul Dong,,180,70,L,L,1992,1999,Chung-Ang University,1651,,,,1651,Asian,4,,,,,,,,,,
12991,52991,,,1985,9,30,Canada,,,,,,,,,Jamie,Romak,,Jamie Romak,,188,74,R,R,2017,2021,,12991,,,,12991,Asian,4,,,,,,,,,,
1141,41141,,,1953,4,23,South Korea,,,,,,,,,Hae-chang,Lee,,Hae-Chang Lee,,,,R,R,1982,1988,Konkuk University,1141,,,,1141,Asian,4,,,,,,,,,,
10178,50178,,,1985,2,9,South Korea,,Seongnam,,,,,,,Jae-won,Oh,,Jae-Won Oh,,185,72,L,R,2007,2022,Kyung Hee University,10178,,,,10178,Asian,4,,,,,,,,,,
1156,41156,,,1958,2,9,South Korea,,Incheon,,,,,,,Seung-ho,Park,,Seung-Ho Park,,183,72,L,L,1983,1993,Konkuk University,1156,,,,1156,Asian,4,,,,,,,,,,
14231,54231,,,1973,6,10,South Korea,,Seoul,,,,,,,Ki-moon,Choi,,Ki-Moon Choi,,182,71,R,R,1996,2010,Wonkwang University,14231,,,,14231,Asian,4,,,,,,,,,,
1337,41337,,,1964,4,12,South Korea,,Gwangju,,,,,,,Chul-woo,Park,,Chul-Woo Park,,181,71,L,L,1987,1998,Dongguk University,1337,,,,1337,Asian,4,,,,,,,,,,
10558,50558,,,1981,8,21,South Korea,,Gunsan,,,,,,,Dae-soo,Lee,,Dae-Soo Lee,,175,68,R,R,2001,2018,,10558,,,,10558,Asian,4,,,,,,,,,,
10246,50246,,,1972,9,12,South Korea,,Changwon,,,,,,,Hyun-seung,Park,,Hyun-Seung Park,,178,70,R,R,1995,2009,Dong-A University,10246,,,,10246,Asian,4,,,,,,,,,,
10478,50478,,,1973,1,28,South Korea,,Seoul,,,,,,,Jong-yeol,Lee,,Jong-Yeol Lee,,180,70,S,R,1991,2009,,10478,,,,10478,Asian,4,,,,,,,,,,
10578,50578,,,1985,8,17,South Korea,,Seoul,,,,,,,Jin-haeng,Choi,,Jin-Haeng Choi,,188,74,R,R,2004,2020,Woosong University,10578,,,,10578,Asian,4,,,,,,,,,,
1682,41682,,,1969,6,15,South Korea,,Incheon,,,,,,,Won-jin,Jang,,Won-Jin Jang,,188,74,S,R,1992,2008,Inha University,1682,,,,1682,Asian,4,,,,,,,,,,
1581,41581,,,1967,5,3,South Korea,,Changwon,,,,,,,Ho,Kim,,Ho Kim,,175,68,R,R,1991,2003,Kyungsung University,1581,,,,1581,Asian,4,,,,,,,,,,
1005,41005,,,1952,1,13,South Korea,,Gunsan,,,,,,,Bong-yeon,Kim,,Bong-Yeon Kim,,177,69,R,R,1982,1988,Yonsei University,1005,,,,1005,Asian,4,,,,,,,,,,
10329,50329,,,1983,7,27,South Korea,,Gongju,,,,,,,Dong-chan,Cho,,Dong-Chan Cho,,180,70,R,R,2002,2019,,10329,,,,10329,Asian,4,,,,,,,,,,
11165,51165,,,1989,7,15,South Korea,,Gwangju,,,,,,,Jin-hyuk,Roh,,Jin-Hyuk Roh,,184,72,L,R,2012,2024,Sungkyunkwan University,11165,,,,11165,Asian,4,,,,,,,,,,
10025,50025,,,1979,3,16,South Korea,,Gwangju,,,,,,,Hee-seop,Choi,,Hee-Seop Choi,Big Choi,192,75,L,L,2007,2015,Korea University,10025,,,,10025,Asian,4,,,,,,,,,,
1672,41672,,,1972,12,14,South Korea,,Pohang,,,,,,,Dong-ju,Shin,,Dong-Ju Shin,,183,72,R,R,1992,2006,,1672,,,,1672,Asian,4,,,,,,,,,,
1923,41923,,,1973,6,3,South Korea,,Busan,,,,,,,Dae-ik,Kim,,Dae-Ik Kim,,178,70,L,L,1996,2007,Kyungsung University,1923,,,,1923,Asian,4,,,,,,,,,,
1034,41034,,,1956,8,8,South Korea,,,,,,,,,Kyu-ok,Heo,,Kyu-Ok Heo,,,,L,L,1982,1992,Hanyang University,1034,,,,1034,Asian,4,,,,,,,,,,
10477,50477,,,1983,10,9,South Korea,,Pohang,,,,,,,Byung-kyu,Lee,,Byung-Kyu Lee,,178,70,L,L,2006,2021,Hanyang University,10477,,,,10477,Asian,4,,,,,,,,,,
10253,50253,,,1987,7,18,South Korea,,Seoul,,,,,,,Hoon,Jung,,Hoon Jung,,180,70,R,R,2010,2024,,10253,,,,10253,Asian,4,,,,,,,,,,
1042,41042,,,1955,7,5,South Korea,,Pohang,,,,,,,Jung-hwan,Seo,,Jung-Hwan Seo,,178,70,R,R,1982,1989,Konkuk University,1042,,,,1042,Asian,4,,,,,,,,,,
1724,41724,,,1969,3,19,South Korea,,Gyeongju,,,,,,,Min-ho,Kim,,Min-Ho Kim,,181,71,R,R,1993,2003,Keimyung University,1724,,,,1724,Asian,4,,,,,,,,,,
1271,41271,,,1964,3,28,South Korea,,Gwangju,,,,,,,Chae-geun,Jang,,Chae-Geun Jang,,183,72,R,R,1986,1995,Sungkyunkwan University,1271,,,,1271,Asian,4,,,,,,,,,,
10028,50028,,,1982,12,7,South Korea,,Changwon,,,,,,,Gyeon-eon,Kim,,Gyeon-Eon Kim,,188,74,L,L,2001,2017,,10028,,,,10028,Asian,4,,,,,,,,,,
14125,54125,,,2000,12,3,South Korea,,Changwon,,,,,,,Si-hwan,Roh,,Si-Hwan Roh,,185,72,R,R,2019,2024,,14125,,,,14125,Asian,4,,,,,,,,,,
13927,53927,,,1988,4,27,Cuba,,,,,,,,,Jose miguel,Fernendez,,Jos? Miguel Fern?ndez,,178,70,L,R,2019,2022,,13927,,,,13927,Asian,4,,,,,,,,,,
14137,54137,,,2000,7,19,South Korea,,Seoul,,,,,,,Bo-gyeong,Moon,,Bo-Gyeong Moon,,182,71,L,R,2019,2024,,14137,,,,14137,Asian,4,,,,,,,,,,
15056,55056,,,2003,10,2,South Korea,,Gwangju,,,,,,,Do-yeong,Kim,,Do-Yeong Kim,,183,72,R,R,2022,2024,,15056,,,,15056,Asian,4,,,,,,,,,,
1292,41292,,,1962,10,26,South Korea,,Seoul,,,,,,,No-jun,Park,,No-Jun Park,,,,L,L,1986,1997,Korea University,1292,,,,1292,Asian,4,,,,,,,,,,
10180,50180,,,1986,10,21,South Korea,,Gwangju,,,,,,,Won-seok,Lee,,Won-Seok Lee,,181,71,R,R,2005,2024,,10180,,,,10180,Asian,4,,,,,,,,,,
1138,41138,,,1958,9,24,South Korea,,Incheon,,,,,,,Jin-woo,Kim,,Jin-Woo Kim,,,,R,R,1983,1989,Inha University,1138,,,,1138,Asian,4,,,,,,,,,,
10112,50112,,,1982,7,20,South Korea,,Seoul,,,,,,,Jae-sang,Park,,Jae-Sang Park,,178,70,L,L,2001,2017,,10112,,,,10112,Asian,4,,,,,,,,,,
10001,50001,,,1977,10,27,South Korea,,Gwangju,,,,,,,Sang-hun,Kim,,Sang-Hun Kim,,180,70,R,R,2000,2014,Korea University,10001,,,,10001,Asian,4,,,,,,,,,,
11194,51194,,,1987,10,31,Dominican Republic,,,,,,,,,Yamaico,Navarro,,Yamaico Navarro,,183,72,R,R,2014,2015,,11194,,,,11194,Asian,4,,,,,,,,,,
2038,42038,,,1972,8,27,South Korea,,Seoul,,,,,,,Kyung-hwan,Cho,,Kyung-Hwan Cho,,176,69,R,R,1998,2007,Korea University,2038,,,,2038,Asian,4,,,,,,,,,,
1816,41816,,,1973,3,24,South Korea,,Daegu,,,,,,,Dong-soo,Lee,,Dong-Soo Lee,,184,72,R,R,1992,2003,,1816,,,,1816,Asian,4,,,,,,,,,,
10891,50891,,,1990,1,9,South Korea,,Seoul,,,,,,,Se-hyuk,Park,,Se-Hyuk Park,,181,71,L,R,2012,2024,Korea University,10891,,,,10891,Asian,4,,,,,,,,,,
10022,50022,,,1980,2,21,South Korea,,Gwangju,,,,,,,Hyun-gon,Lee,,Hyun-Gon Lee,,183,72,R,R,2002,2014,Yonsei University,10022,,,,10022,Asian,4,,,,,,,,,,
10555,50555,,,1983,6,24,South Korea,,Gongju,,,,,,,Kwang-min,Song,,Kwang-Min Song,,184,72,R,R,2006,2020,Dongguk University,10555,,,,10555,Asian,4,,,,,,,,,,
14895,54895,,,1970,5,14,United States,,,,,,,,,Larry,Sutton,,Larry James Sutton,,180,70,L,L,2005,2007,,14895,,,,14895,Asian,4,,,,,,,,,,
10020,50020,,,1973,12,25,South Korea,,Gangneung,,,,,,,Jae-ju,Lee,,Jae-Ju Lee,,188,74,R,R,1992,2009,,10020,,,,10020,Asian,4,,,,,,,,,,
10171,50171,,,1984,2,8,South Korea,,Seongnam,,,,,,,Yeong-min,Ko,,Yeong-Min Ko,,182,71,R,R,2002,2016,,10171,,,,10171,Asian,4,,,,,,,,,,
10168,50168,,,1984,7,13,South Korea,,Gwangju,,,,,,,Sung-yeol,Lee,,Sung-Yeol Lee,,185,72,L,R,2004,2021,,10168,,,,10168,Asian,4,,,,,,,,,,
10636,50636,,,1987,3,9,South Korea,,Gwangju,,,,,,,Sung-hyun,Kim,,Sung-Hyun Kim,,172,67,R,R,2006,2024,,10636,,,,10636,Asian,4,,,,,,,,,,
15155,55155,,,1955,4,8,South Korea,,Seoul,,,,,,,Ba-wi,Kim,,Ba-Wi Kim,,,,L,L,1982,1991,,15155,,,,15155,Asian,4,,,,,,,,,,
12961,52961,,,1986,7,28,United States,,,,,,,,,Darin,Ruf,,Darin Ruf,,190,74,R,R,2017,2019,,12961,,,,12961,Asian,4,,,,,,,,,,
10119,50119,,,1987,12,26,South Korea,,Incheon,,,,,,,Myung-ki,Lee,,Myung-Ki Lee,,183,72,L,L,2008,2024,,10119,,,,10119,Asian,4,,,,,,,,,,
14996,54996,,,1992,9,6,Dominican Republic,,,,,,,,,Socrates,Brito,,S?crates Orel Brito,,188,74,L,L,2022,2024,,14996,,,,14996,Asian,4,,,,,,,,,,
14587,54587,,,1997,7,23,South Korea,,Gwangju,,,,,,,Ji-hoon,Choi,,Ji-Hoon Choi,,178,70,L,R,2020,2024,Dongguk University,14587,,,,14587,Asian,4,,,,,,,,,,
1980,41980,,,1974,6,30,South Korea,,Seoul,,,,,,,Jae-ho,Baek,,Jae-Ho Baek,,177,69,R,R,1997,2007,Dongguk University,1980,,,,1980,Asian,4,,,,,,,,,,
1503,41503,,,1967,11,11,South Korea,,Changwon,,,,,,,Pil-sung,Gong,,Pil-Sung Gong,,177,69,R,R,1990,2000,Kyungsung University,1503,,,,1503,Asian,4,,,,,,,,,,
12516,52516,,,1989,6,7,South Korea,,Seoul,,,,,,,Hyeong-jong,Lee,,Hyeong-Jong Lee,,183,72,R,R,2008,2024,,12516,,,,12516,Asian,4,,,,,,,,,,
1001,41001,,,1963,8,15,South Korea,,Seoul,,,,,,,Chun-seo,Gu,,Chun-Seo Gu,,173,68,R,R,1982,1993,,1001,,,,1001,Asian,4,,,,,,,,,,
11376,51376,,,1996,8,29,South Korea,,Seoul,,,,,,,Sung-moon,Song,,Sung-Moon Song,,183,72,L,R,2015,2024,,11376,,,,11376,Asian,4,,,,,,,,,,
1393,41393,,,1964,12,10,South Korea,,Incheon,,,,,,,Tae-gu,Yeo,,Tae-Gu Yeo,,,,L,L,1988,1995,Inha University,1393,,,,1393,Asian,4,,,,,,,,,,
13137,53137,,,2000,1,17,South Korea,,Incheon,,,,,,,Eun-won,Jung,,Eun-Won Jung,,177,69,L,R,2018,2024,,13137,,,,13137,Asian,4,,,,,,,,,,
1011,41011,,,1949,9,9,South Korea,,Seoul,,,,,,,Woo-yeol,Kim,,Woo-Yeol Kim,,174,68,R,R,1982,1986,,1011,,,,1011,Asian,4,,,,,,,,,,
1428,41428,,,1965,2,10,South Korea,,Daegu,,,,,,,Young-soo,Kang,,Young-Soo Kang,,,,R,R,1989,1998,Hanyang University,1428,,,,1428,Asian,4,,,,,,,,,,
1828,41828,,,1972,2,11,South Korea,,Gyeongju,,,,,,,Ik-sung,Choi,,Ik-Sung Choi,,181,71,R,R,1994,2005,Keimyung University,1828,,,,1828,Asian,4,,,,,,,,,,
1140,41140,,,1956,10,29,South Korea,,Changwon,,,,,,,Doo-yeol,Yoo,,Doo-Yeol Yoo,,172,67,R,R,1983,1991,,1140,,,,1140,Asian,4,,,,,,,,,,
14618,54618,,,2001,3,8,South Korea,,Seoul,,,,,,,Ji-chan,Kim,,Ji-Chan Kim,,163,64,L,R,2020,2024,,14618,,,,14618,Asian,4,,,,,,,,,,
1782,41782,,,1971,1,2,South Korea,,Seoul,,,,,,,Yong-bin,Seo,,Yong-Bin Seo,,183,72,L,L,1994,2006,Dankook University,1782,,,,1782,Asian,4,,,,,,,,,,
1819,41819,,,1969,6,17,South Korea,,Seoul,,,,,,,Soo-hyeok,Im,,Soo-Hyeok Im,,185,72,R,R,1994,2000,Korea University,1819,,,,1819,Asian,4,,,,,,,,,,
11471,51471,,,1955,10,4,South Korea,,Changwon,,,,,,,Yong-heui,Kim,,Yong-Heui Kim,,190,74,R,R,1982,1989,Korea University,11471,,,,11471,Asian,4,,,,,,,,,,
10894,50894,,,1994,1,13,South Korea,,Seoul,,,,,,,Ji-hyeok,Ryu,,Ji-Hyeok Ryu,,181,71,L,R,2012,2024,,10894,,,,10894,Asian,4,,,,,,,,,,
1589,41589,,,1968,6,23,South Korea,,Seoul,,,,,,,Koo-hong,Song,,Koo-Hong Song,,182,71,R,R,1991,2000,Konkuk University,1589,,,,1589,Asian,4,,,,,,,,,,
1527,41527,,,1972,5,22,South Korea,,Gyeongju,,,,,,,Kyung-hoon,Jung,,Kyung-Hoon Jung,,181,71,R,R,1990,1999,,1527,,,,1527,Asian,4,,,,,,,,,,
14223,54223,,,1962,1,5,South Korea,,Seoul,,,,,,,Heung-sik,Park,,Heung-Sik Park,,173,68,L,L,1985,1993,Hanyang University,14223,,,,14223,Asian,4,,,,,,,,,,
1435,41435,,,1967,1,26,South Korea,,Gwangju,,,,,,,In-ho,Kim,,In-Ho Kim,,180,70,R,R,1989,2001,Sungkyunkwan University,1435,,,,1435,Asian,4,,,,,,,,,,
14765,54765,,,2002,7,30,South Korea,,Suwon,,,,,,,Ju-won,Kim,,Ju-Won Kim,,185,72,S,R,2021,2024,,14765,,,,14765,Asian,4,,,,,,,,,,
11212,51212,,,1995,6,12,South Korea,,Seongnam,,,,,,,Jeong-dae,Bae,,Jeong-Dae Bae,,185,72,R,R,2015,2024,,11212,,,,11212,Asian,4,,,,,,,,,,
15532,55532,,,1993,10,14,United States,,,,,,,,,Austin,Dean,,Austin James Dean,,183,72,R,R,2023,2024,,15532,,,,15532,Asian,4,,,,,,,,,,
1145,41145,,,1961,4,10,South Korea,,Changwon,,,,,,,Moon-yeon,Han,,Moon-Yeon Han,,173,68,R,R,1983,1992,Dong-A University,1145,,,,1145,Asian,4,,,,,,,,,,
1457,41457,,,1967,1,21,South Korea,,Seoul,,,,,,,Hoon-jae,Choi,,Hoon-Jae Choi,,178,70,L,L,1989,2001,Dankook University,1457,,,,1457,Asian,4,,,,,,,,,,
10332,50332,,,1978,1,12,South Korea,,Changwon,,,,,,,Bong-kyu,Kang,,Bong-Kyu Kang,,183,72,R,R,2000,2015,Korea University,10332,,,,10332,Asian,4,,,,,,,,,,
11261,51261,,,1995,6,5,South Korea,,Seoul,,,,,,,Chan-ho,Park,,Chan-Ho Park,,178,70,R,R,2014,2024,,11261,,,,11261,Asian,4,,,,,,,,,,
1278,41278,,,1962,4,17,Japan,,,,,,,,,Won-bu,Ko,,Won-Bu Ko,,,,R,R,1986,1992,,1278,,,,1278,Asian,4,,,,,,,,,,
10258,50258,,,1975,10,29,Mexico,,,,,,,,,Karim,Gracia,,Gustavo Karim Garc?a Aguayo,Mexican Seagull,182,71,L,L,2008,2011,,10258,,,,10258,Asian,4,,,,,,,,,,
10007,50007,,,1980,11,12,South Korea,,Gunsan,,,,,,,Sang-hyeon,Kim,,Sang-Hyeon Kim,,190,74,R,R,2000,2016,Sehan University,10007,,,,10007,Asian,4,,,,,,,,,,
10482,50482,,,1971,6,2,Venezuela,,,,,,,,,Roberto,Petagine,,Roberto Antonio Petagine,,185,72,L,L,2008,2009,,10482,,,,10482,Asian,4,,,,,,,,,,
10334,50334,,,1973,7,3,South Korea,,Changwon,,,,,,,Chang-hei,Kim,,Chang-Hei Kim,,178,70,R,R,1997,2009,Hanyang University,10334,,,,10334,Asian,4,,,,,,,,,,
10422,50422,,,1976,3,5,United States,,,,,,,,,Doug,Clark,,Douglas Dwyer Clark,,190,74,L,R,2008,2010,,10422,,,,10422,Asian,4,,,,,,,,,,
14757,54757,,,1989,11,21,Venezuela,,,,,,,,,Jose,Pirela,,Jos? Manuel Pirela,,183,72,R,R,2021,2023,,14757,,,,14757,Asian,4,,,,,,,,,,
10312,50312,,,1986,2,27,South Korea,,Incheon,,,,,,,Ji-young,Lee,,Ji-Young Lee,,177,69,R,R,2008,2024,Kyungsung University,10312,,,,10312,Asian,4,,,,,,,,,,
10542,50542,,,1975,11,28,South Korea,,Gunsan,,,,,,,Kyung-hyun,Shin,,Kyung-Hyun Shin,,186,73,R,R,1998,2013,Dongguk University,10542,,,,10542,Asian,4,,,,,,,,,,
11213,51213,,,1991,7,15,South Korea,,Seoul,,,,,,,Seok-hwan,Yang,,Seok-Hwan Yang,,185,72,R,R,2015,2024,Dongguk University,11213,,,,11213,Asian,4,,,,,,,,,,
1051,41051,,,1953,2,20,South Korea,,Pohang,,,,,,,Hyun-bal,Jung,,Hyun-Bal Jung,,174,68,R,R,1982,1988,Hanyang University,1051,,,,1051,Asian,4,,,,,,,,,,
1276,41276,,,1962,7,25,South Korea,,Pohang,,,,,,,Jung-gil,Kang,,Jung-Gil Kang,,183,72,L,L,1986,1995,Yeungnam University,1276,,,,1276,Asian,4,,,,,,,,,,
1284,41284,,,1963,8,21,South Korea,,Busan,,,,,,,Sung-hyun,Kim,,Sung-Hyun Kim,,181,71,R,R,1986,1998,Yonsei University,1284,,,,1284,Asian,4,,,,,,,,,,
13069,53069,,,1989,5,18,United States,,,,,,,,,Jared,Hoying,,Jared Hoying,,190,74,L,R,2018,2021,,13069,,,,13069,Asian,4,,,,,,,,,,
1137,41137,,,1954,4,7,Japan,,,,,,,,,Moo-jong,Kim,,Moo-Jong Kim,,,,R,R,1983,1988,,1137,,,,1137,Asian,4,,,,,,,,,,
10083,50083,,,1982,12,24,South Korea,,Incheon,,,,,,,Sang-ho,Jung,,Sang-Ho Jung,,187,73,R,R,2001,2021,,10083,,,,10083,Asian,4,,,,,,,,,,
1095,41095,,,1956,12,4,South Korea,,,,,,,,,Hak-soo,Jung,,Hak-Soo Jung,,,,R,R,1982,1989,Dong-A University,1095,,,,1095,Asian,4,,,,,,,,,,
13112,53112,,,1997,2,20,South Korea,,Pohang,,,,,,,Sung-ju,Moon,,Sung-Ju Moon,,175,68,L,L,2018,2024,Gangneung Yeongdong University,13112,,,,13112,Asian,4,,,,,,,,,,
10663,50663,,,1980,6,3,South Korea,,Seoul,,,,,,,Sang-hun,Han,,Sang-Hun Han,,176,69,L,R,2003,2015,Kyung Hee University,10663,,,,10663,Asian,4,,,,,,,,,,
11087,51087,,,1994,2,9,South Korea,,Cheonan,,,,,,,Seung-ho,Kang,,Seung-Ho Kang,,178,70,R,R,2013,2024,,11087,,,,11087,Asian,4,,,,,,,,,,
14888,54888,,,1982,7,13,South Korea,,Busan,,,,,,,Shin-soo,Choo,,Shin-Soo Choo,Choo Choo Train,180,70,L,L,2021,2024,,14888,,,,14888,Asian,4,,,,,,,,,,
1722,41722,,,1970,11,3,South Korea,,Gwangju,,,,,,,Young-kyu,Jung,,Young-Kyu Jung,,185,72,L,L,1993,2001,Dongguk University,1722,,,,1722,Asian,4,,,,,,,,,,
10490,50490,,,1983,7,19,South Korea,,Gwangju,,,,,,,Dae-hyeong,Lee,,Dae-Hyeong Lee,Super Sonic,184,72,L,L,2003,2019,,10490,,,,10490,Asian,4,,,,,,,,,,
1013,41013,,,1956,9,20,South Korea,,,,,,,,,Il-kwon,Kim,,Il-Kwon Kim,,,,R,R,1982,1991,Hanyang University,1013,,,,1013,Asian,4,,,,,,,,,,
1022,41022,,,1960,1,2,South Korea,,Daegu,,,,,,,Dae-seok,Oh,,Dae-Seok Oh,,178,70,R,R,1982,1991,Hanyang University,1022,,,,1022,Asian,4,,,,,,,,,,
1237,41237,,,1962,6,21,South Korea,,Daegu,,,,,,,Yong-gook,Kim,,Yong-Gook Kim,,176,69,R,R,1985,1995,Hanyang University,1237,,,,1237,Asian,4,,,,,,,,,,
1164,41164,,,1961,2,11,South Korea,,Seoul,,,,,,,Sun-woong,Lee,,Sun-Woong Lee,,,,R,R,1983,1992,Inha University,1164,,,,1164,Asian,4,,,,,,,,,,
10487,50487,,,1975,4,3,South Korea,,Changwon,,,,,,,In-ho,Son,,In-Ho Son,,180,70,L,L,1998,2012,Korea University,10487,,,,10487,Asian,4,,,,,,,,,,
10093,50093,,,1985,5,8,South Korea,,Gwangju,,,,,,,Chang-min,Mo,,Chang-Min Mo,,188,74,R,R,2008,2021,Sungkyunkwan University,10093,,,,10093,Asian,4,,,,,,,,,,
2170,42170,,,1970,10,3,Dominican Republic,,,,,,,,,Manny,Martinez,,Manny Martinez,,185,72,R,R,2001,2003,,2170,,,,2170,Asian,4,,,,,,,,,,
1269,41269,,,1962,1,10,South Korea,,Cheonan,,,,,,,Dae-young,Jeun,,Dae-Young Jeun,,177,69,R,R,1986,1994,Dong-A University,1269,,,,1269,Asian,4,,,,,,,,,,
10092,50092,,,1984,6,14,South Korea,,Cheonan,,,,,,,Ju-hwan,Na,,Ju-Hwan Na,,180,70,R,R,2003,2021,,10092,,,,10092,Asian,4,,,,,,,,,,
1026,41026,,,1952,5,22,South Korea,,Seoul,,,,,,,Jong-do,Lee,,Jong-Do Lee,,176,69,R,R,1982,1987,Korea University,1026,,,,1026,Asian,4,,,,,,,,,,
15530,55530,,,1991,1,31,Cuba,,,,,,,,,Guillermo,Molina,,Guillermo Heredia Molina,,178,70,R,L,2023,2024,,15530,,,,15530,Asian,4,,,,,,,,,,
10553,50553,,,1984,1,27,South Korea,,Seoul,,,,,,,Tae-wahn,Kim,,Tae-Wahn Kim,,190,74,R,R,2006,2019,Sungkyunkwan University,10553,,,,10553,Asian,4,,,,,,,,,,
14599,54599,,,1991,1,14,United States,,,,,,,,,Aaron,Altherr,,AaronA LTHERR,,196,77,R,R,2020,2021,,14599,,,,14599,Asian,4,,,,,,,,,,
1309,41309,,,1963,9,3,South Korea,,Busan,,,,,,,Gye-young,Choi,,Gye-Young Choi,,,,R,R,1986,1993,Konkuk University,1309,,,,1309,Asian,4,,,,,,,,,,
1883,41883,,,1973,2,16,South Korea,,Cheonan,,,,,,,Sung-bo,Sim,,Sung-Bo Sim,,180,70,L,L,1995,2003,Dankook University,1883,,,,1883,Asian,4,,,,,,,,,,
1797,41797,,,1967,6,3,Japan,,,,,,,,,Sil,Kim,,Sil Kim,,173,68,L,L,1994,2000,,1797,,,,1797,Asian,4,,,,,,,,,,
1395,41395,,,1967,3,2,South Korea,,Seoul,,,,,,,Won-keun,Won,,Won-Keun Won,,,,L,R,1988,1995,Kyung Hee University,1395,,,,1395,Asian,4,,,,,,,,,,
1443,41443,,,1967,2,22,South Korea,,Gwangju,,,,,,,Jun-tae,Park,,Jun-Tae Park,,172,67,R,R,1989,1998,Dongguk University,1443,,,,1443,Asian,4,,,,,,,,,,
1342,41342,,,1960,9,26,South Korea,,Seoul,,,,,,,Young-jik,Kim,,Young-Jik Kim,,175,68,L,L,1987,1995,Yeungnam University,1342,,,,1342,Asian,4,,,,,,,,,,
1159,41159,,,1959,8,17,South Korea,,Cheongju,,,,,,,Il-sub,Song,,Il-Sub Song,,,,L,L,1983,1990,,1159,,,,1159,Asian,4,,,,,,,,,,
10397,50397,,,1979,3,21,South Korea,,Bucheon,,,,,,,Min-woo,Kim,,Min-Woo Kim,,184,72,R,R,2002,2016,Hanyang University,10397,,,,10397,Asian,4,,,,,,,,,,
2068,42068,,,1965,9,27,United States,,,,,,,,,Dan,Rohrmeier,,Daniel Rohrmeier,,183,72,R,R,1999,2001,,2068,,,,2068,Asian,4,,,,,,,,,,
11495,51495,,,1988,1,18,Dominican Republic,,,,,,,,,Luis,Jimenez,,Luis Jimenez,,185,72,R,R,2015,2017,,11495,,,,11495,Asian,4,,,,,,,,,,
